PATCO,AGELVLT,WORKSCHT,SALLVLT,CNT,AGELVLTMagnitude,WORKSCHTMagnitude,SALLVLTMagnitude
3,30-34,Full-time Nonseasonal,Unspecified or Zero,17,26878,200793,1350
3,45-49,Full-time Seasonal,"$20,000 - $29,999",17,21059,5720,26970
3,25-29,Full-time Nonseasonal,Unspecified or Zero,17,24507,200793,1350
3,65 or more,Intermittent Seasonal,"$20,000 - $29,999",17,21557,1773,26970
5,45-49,Full-time Nonseasonal,"$100,000 - $109,999",17,21059,200793,10369
3,50-54,Part-time Seasonal,"$20,000 - $29,999",17,24493,761,26970
5,65 or more,Full-time Nonseasonal,"$50,000 - $59,999",17,21557,200793,25502
2,55-59,Intermittent Nonseasonal,"$80,000 - $89,999",17,30359,14808,14182
6,25-29,Intermittent Nonseasonal,"$30,000 - $39,999",17,24507,14808,40789
4,Less than 20,Part-time Nonseasonal,"$30,000 - $39,999",17,2541,12235,40789
1,55-59,Part-time Nonseasonal,"$110,000 - $119,999",16,30359,12235,8683
3,35-39,Full-time Nonseasonal,"$110,000 - $119,999",16,21648,200793,8683
1,50-54,Intermittent Nonseasonal,"$80,000 - $89,999",16,24493,14808,14182
1,45-49,Full-time Nonseasonal,"$20,000 - $29,999",16,21059,200793,26970
1,25-29,Intermittent Nonseasonal,"$40,000 - $49,999",16,24507,14808,29706
5,60-64,Full-time Nonseasonal,"$60,000 - $69,999",16,28247,200793,19480
1,55-59,Part-time Nonseasonal,"$80,000 - $89,999",16,30359,12235,14182
1,25-29,Full-time Nonseasonal,Unspecified or Zero,16,24507,200793,1350
1,40-44,Part-time Nonseasonal,"$50,000 - $59,999",16,19462,12235,25502
1,60-64,Part-time Nonseasonal,"$100,000 - $109,999",16,28247,12235,10369
1,60-64,Intermittent Seasonal,"Less than $20,000",16,28247,1773,1961
1,45-49,Intermittent Nonseasonal,"$110,000 - $119,999",16,21059,14808,8683
1,40-44,Part-time Nonseasonal,"$90,000 - $99,999",16,19462,12235,14905
6,30-34,Intermittent Nonseasonal,"$30,000 - $39,999",16,26878,14808,40789
2,45-49,Intermittent Nonseasonal,"$30,000 - $39,999",16,21059,14808,40789
1,45-49,Intermittent Nonseasonal,"$30,000 - $39,999",16,21059,14808,40789
6,25-29,Full-time Seasonal,"$20,000 - $29,999",16,24507,5720,26970
1,65 or more,Full-time Seasonal,"$90,000 - $99,999",16,21557,5720,14905
2,50-54,Intermittent Nonseasonal,"$70,000 - $79,999",16,24493,14808,19003
6,25-29,Full-time Nonseasonal,"Less than $20,000",16,24507,200793,1961
6,55-59,Full-time Seasonal,"$40,000 - $49,999",16,30359,5720,29706
5,40-44,Intermittent Nonseasonal,"$20,000 - $29,999",16,19462,14808,26970
3,45-49,Intermittent Nonseasonal,"$20,000 - $29,999",16,21059,14808,26970
4,30-34,Part-time Seasonal,"$20,000 - $29,999",16,26878,761,26970
5,Less than 20,Intermittent Seasonal,"$20,000 - $29,999",16,2541,1773,26970
6,50-54,Part-time Nonseasonal,"$40,000 - $49,999",16,24493,12235,29706
1,40-44,Intermittent Nonseasonal,"$180,000 or more",16,19462,14808,3065
6,65 or more,Intermittent Nonseasonal,"$50,000 - $59,999",16,21557,14808,25502
2,40-44,Full-time Nonseasonal,"$170,000 - $179,999",16,19462,200793,945
3,45-49,Full-time Nonseasonal,Unspecified or Zero,16,21059,200793,1350
3,30-34,Part-time Seasonal,"$30,000 - $39,999",15,26878,761,40789
2,35-39,Full-time Nonseasonal,Unspecified or Zero,15,21648,200793,1350
2,65 or more,Full-time Seasonal,"$60,000 - $69,999",15,21557,5720,19480
3,45-49,Full-time Nonseasonal,"$100,000 - $109,999",15,21059,200793,10369
6,20-24,Part-time Nonseasonal,"Less than $20,000",15,15279,12235,1961
6,35-39,Full-time Seasonal,"$40,000 - $49,999",15,21648,5720,29706
5,50-54,Full-time Nonseasonal,"$110,000 - $119,999",15,24493,200793,8683
1,25-29,Full-time Seasonal,"$50,000 - $59,999",15,24507,5720,25502
4,20-24,Full-time Nonseasonal,"Less than $20,000",15,15279,200793,1961
1,50-54,Intermittent Nonseasonal,"$100,000 - $109,999",15,24493,14808,10369
1,45-49,Part-time Nonseasonal,"$60,000 - $69,999",15,21059,12235,19480
4,65 or more,Full-time Nonseasonal,"$70,000 - $79,999",15,21557,200793,19003
5,45-49,Part-time Nonseasonal,"$30,000 - $39,999",15,21059,12235,40789
2,35-39,Full-time Nonseasonal,"$160,000 - $169,999",15,21648,200793,1603
1,45-49,Full-time Seasonal,"$50,000 - $59,999",15,21059,5720,25502
1,40-44,Full-time Nonseasonal,Unspecified or Zero,15,19462,200793,1350
1,65 or more,Part-time Nonseasonal,"$60,000 - $69,999",15,21557,12235,19480
2,65 or more,Intermittent Nonseasonal,"$120,000 - $129,999",15,21557,14808,5366
1,45-49,Intermittent Nonseasonal,"$80,000 - $89,999",15,21059,14808,14182
1,40-44,Intermittent Nonseasonal,"$100,000 - $109,999",15,19462,14808,10369
6,35-39,Intermittent Nonseasonal,"$30,000 - $39,999",15,21648,14808,40789
1,45-49,Part-time Nonseasonal,"$90,000 - $99,999",15,21059,12235,14905
1,65 or more,Intermittent Nonseasonal,"$20,000 - $29,999",15,21557,14808,26970
1,65 or more,Intermittent Nonseasonal,"$70,000 - $79,999",15,21557,14808,19003
1,60-64,Intermittent Nonseasonal,"$20,000 - $29,999",15,28247,14808,26970
4,Less than 20,Full-time Nonseasonal,"Less than $20,000",15,2541,200793,1961
3,45-49,Full-time Nonseasonal,"$120,000 - $129,999",15,21059,200793,5366
1,55-59,Full-time Seasonal,"$50,000 - $59,999",15,30359,5720,25502
3,35-39,Full-time Seasonal,"$50,000 - $59,999",15,21648,5720,25502
2,60-64,Part-time Nonseasonal,"$110,000 - $119,999",15,28247,12235,8683
2,65 or more,Intermittent Nonseasonal,"$100,000 - $109,999",14,21557,14808,10369
3,55-59,Intermittent Nonseasonal,"$50,000 - $59,999",14,30359,14808,25502
1,45-49,Intermittent Nonseasonal,"$100,000 - $109,999",14,21059,14808,10369
2,65 or more,Intermittent Nonseasonal,"$140,000 - $149,999",14,21557,14808,2587
1,55-59,Intermittent Nonseasonal,"$40,000 - $49,999",14,30359,14808,29706
4,60-64,Full-time Nonseasonal,"$70,000 - $79,999",14,28247,200793,19003
5,20-24,Intermittent Nonseasonal,"$50,000 - $59,999",14,15279,14808,25502
6,65 or more,Full-time Nonseasonal,"$100,000 - $109,999",14,21557,200793,10369
4,55-59,Full-time Nonseasonal,"$70,000 - $79,999",14,30359,200793,19003
1,55-59,Intermittent Nonseasonal,"$90,000 - $99,999",14,30359,14808,14905
2,20-24,Full-time Nonseasonal,"$70,000 - $79,999",14,15279,200793,19003
4,35-39,Full-time Nonseasonal,Unspecified or Zero,14,21648,200793,1350
2,60-64,Intermittent Nonseasonal,"$100,000 - $109,999",14,28247,14808,10369
5,35-39,Intermittent Nonseasonal,"$40,000 - $49,999",14,21648,14808,29706
1,45-49,Intermittent Nonseasonal,"$70,000 - $79,999",14,21059,14808,19003
1,35-39,Full-time Seasonal,"$70,000 - $79,999",14,21648,5720,19003
4,45-49,Full-time Nonseasonal,"$60,000 - $69,999",14,21059,200793,19480
1,60-64,Intermittent Nonseasonal,"$70,000 - $79,999",14,28247,14808,19003
1,60-64,Intermittent Nonseasonal,"$120,000 - $129,999",14,28247,14808,5366
2,55-59,Part-time Nonseasonal,"$110,000 - $119,999",14,30359,12235,8683
3,65 or more,Intermittent Seasonal,"$30,000 - $39,999",14,21557,1773,40789
2,40-44,Intermittent Nonseasonal,"$70,000 - $79,999",14,19462,14808,19003
1,30-34,Intermittent Seasonal,"$20,000 - $29,999",14,26878,1773,26970
4,Less than 20,Intermittent Nonseasonal,"$20,000 - $29,999",14,2541,14808,26970
6,50-54,Full-time Nonseasonal,"Less than $20,000",14,24493,200793,1961
4,65 or more,Full-time Nonseasonal,Unspecified or Zero,14,21557,200793,1350
1,30-34,Full-time Nonseasonal,Unspecified or Zero,14,26878,200793,1350
6,25-29,Part-time Nonseasonal,"Less than $20,000",14,24507,12235,1961
3,50-54,Full-time Seasonal,"$20,000 - $29,999",14,24493,5720,26970
1,50-54,Full-time Nonseasonal,Unspecified or Zero,14,24493,200793,1350
1,50-54,Part-time Nonseasonal,"$110,000 - $119,999",13,24493,12235,8683
1,50-54,Part-time Nonseasonal,"$90,000 - $99,999",13,24493,12235,14905
3,25-29,Intermittent Nonseasonal,"$40,000 - $49,999",13,24507,14808,29706
1,50-54,Part-time Nonseasonal,"$60,000 - $69,999",13,24493,12235,19480
3,50-54,Part-time Nonseasonal,"$20,000 - $29,999",13,24493,12235,26970
2,65 or more,Part-time Nonseasonal,"$150,000 - $159,999",13,21557,12235,4567
1,50-54,Intermittent Nonseasonal,"$30,000 - $39,999",13,24493,14808,40789
3,60-64,Part-time Nonseasonal,"$60,000 - $69,999",13,28247,12235,19480
1,45-49,Intermittent Nonseasonal,"$40,000 - $49,999",13,21059,14808,29706
5,40-44,Intermittent Nonseasonal,"$30,000 - $39,999",13,19462,14808,40789
3,65 or more,Full-time Nonseasonal,"$110,000 - $119,999",13,21557,200793,8683
1,30-34,Intermittent Nonseasonal,"$110,000 - $119,999",13,26878,14808,8683
1,30-34,Full-time Seasonal,"$60,000 - $69,999",13,26878,5720,19480
1,35-39,Intermittent Nonseasonal,"$90,000 - $99,999",13,21648,14808,14905
1,30-34,Intermittent Nonseasonal,"$70,000 - $79,999",13,26878,14808,19003
3,65 or more,Intermittent Nonseasonal,"$60,000 - $69,999",13,21557,14808,19480
1,35-39,Part-time Nonseasonal,"$150,000 - $159,999",13,21648,12235,4567
6,65 or more,Full-time Nonseasonal,"$90,000 - $99,999",13,21557,200793,14905
1,35-39,Part-time Nonseasonal,"$20,000 - $29,999",13,21648,12235,26970
5,65 or more,Full-time Nonseasonal,"$60,000 - $69,999",13,21557,200793,19480
2,25-29,Intermittent Nonseasonal,"$50,000 - $59,999",13,24507,14808,25502
2,25-29,Full-time Nonseasonal,"$120,000 - $129,999",13,24507,200793,5366
3,55-59,Intermittent Nonseasonal,"$20,000 - $29,999",13,30359,14808,26970
1,Less than 20,Intermittent Seasonal,"Less than $20,000",13,2541,1773,1961
3,35-39,Part-time Nonseasonal,"$50,000 - $59,999",13,21648,12235,25502
2,55-59,Part-time Nonseasonal,"$100,000 - $109,999",13,30359,12235,10369
1,40-44,Intermittent Nonseasonal,"$80,000 - $89,999",13,19462,14808,14182
6,30-34,Intermittent Nonseasonal,"$20,000 - $29,999",13,26878,14808,26970
1,55-59,Full-time Seasonal,"$60,000 - $69,999",13,30359,5720,19480
1,55-59,Part-time Nonseasonal,"$130,000 - $139,999",13,30359,12235,5096
1,60-64,Intermittent Nonseasonal,Unspecified or Zero,13,28247,14808,1350
5,60-64,Full-time Nonseasonal,"$80,000 - $89,999",13,28247,200793,14182
6,25-29,Intermittent Nonseasonal,"$20,000 - $29,999",13,24507,14808,26970
3,45-49,Part-time Nonseasonal,"$50,000 - $59,999",13,21059,12235,25502
2,55-59,Part-time Nonseasonal,"$80,000 - $89,999",13,30359,12235,14182
3,45-49,Intermittent Nonseasonal,"$50,000 - $59,999",12,21059,14808,25502
6,40-44,Full-time Nonseasonal,"$90,000 - $99,999",12,19462,200793,14905
6,55-59,Full-time Nonseasonal,"Less than $20,000",12,30359,200793,1961
6,55-59,Full-time Nonseasonal,"$100,000 - $109,999",12,30359,200793,10369
3,50-54,Full-time Nonseasonal,"$120,000 - $129,999",12,24493,200793,5366
4,60-64,Full-time Nonseasonal,Unspecified or Zero,12,28247,200793,1350
3,55-59,Part-time Seasonal,"$20,000 - $29,999",12,30359,761,26970
3,Less than 20,Full-time Seasonal,"$20,000 - $29,999",12,2541,5720,26970
6,50-54,Full-time Seasonal,"$50,000 - $59,999",12,24493,5720,25502
6,40-44,Full-time Seasonal,"$40,000 - $49,999",12,19462,5720,29706
5,45-49,Part-time Nonseasonal,"$20,000 - $29,999",12,21059,12235,26970
3,45-49,Full-time Seasonal,"$50,000 - $59,999",12,21059,5720,25502
4,45-49,Part-time Nonseasonal,"$40,000 - $49,999",12,21059,12235,29706
4,25-29,Part-time Seasonal,"$20,000 - $29,999",12,24507,761,26970
6,45-49,Part-time Nonseasonal,"$40,000 - $49,999",12,21059,12235,29706
3,25-29,Part-time Seasonal,"$30,000 - $39,999",12,24507,761,40789
1,60-64,Full-time Seasonal,"$50,000 - $59,999",12,28247,5720,25502
2,25-29,Full-time Nonseasonal,"$110,000 - $119,999",12,24507,200793,8683
1,30-34,Part-time Nonseasonal,"$40,000 - $49,999",12,26878,12235,29706
2,35-39,Intermittent Nonseasonal,"$70,000 - $79,999",12,21648,14808,19003
1,30-34,Intermittent Nonseasonal,"$100,000 - $109,999",12,26878,14808,10369
1,60-64,Intermittent Nonseasonal,"$80,000 - $89,999",12,28247,14808,14182
1,35-39,Intermittent Nonseasonal,"$100,000 - $109,999",12,21648,14808,10369
1,30-34,Full-time Nonseasonal,"Less than $20,000",12,26878,200793,1961
2,30-34,Full-time Nonseasonal,"$150,000 - $159,999",12,26878,200793,4567
1,65 or more,Intermittent Nonseasonal,"$140,000 - $149,999",12,21557,14808,2587
2,55-59,Part-time Nonseasonal,"$70,000 - $79,999",12,30359,12235,19003
6,55-59,Part-time Nonseasonal,"Less than $20,000",12,30359,12235,1961
2,40-44,Intermittent Nonseasonal,Unspecified or Zero,12,19462,14808,1350
3,20-24,Full-time Nonseasonal,Unspecified or Zero,12,15279,200793,1350
1,45-49,Part-time Nonseasonal,"$50,000 - $59,999",12,21059,12235,25502
1,35-39,Part-time Nonseasonal,"$160,000 - $169,999",12,21648,12235,1603
1,40-44,Intermittent Nonseasonal,"$110,000 - $119,999",12,19462,14808,8683
3,40-44,Part-time Nonseasonal,"$50,000 - $59,999",11,19462,12235,25502
2,60-64,Part-time Nonseasonal,"$30,000 - $39,999",11,28247,12235,40789
4,30-34,Full-time Nonseasonal,Unspecified or Zero,11,26878,200793,1350
3,40-44,Part-time Seasonal,"$30,000 - $39,999",11,19462,761,40789
1,65 or more,Part-time Nonseasonal,"$140,000 - $149,999",11,21557,12235,2587
2,60-64,Part-time Nonseasonal,"$130,000 - $139,999",11,28247,12235,5096
2,60-64,Part-time Nonseasonal,"$60,000 - $69,999",11,28247,12235,19480
1,60-64,Full-time Nonseasonal,"$40,000 - $49,999",11,28247,200793,29706
3,40-44,Full-time Nonseasonal,Unspecified or Zero,11,19462,200793,1350
1,65 or more,Part-time Nonseasonal,"$120,000 - $129,999",11,21557,12235,5366
4,65 or more,Intermittent Nonseasonal,"$40,000 - $49,999",11,21557,14808,29706
4,40-44,Full-time Nonseasonal,"$60,000 - $69,999",11,19462,200793,19480
6,65 or more,Full-time Seasonal,"$60,000 - $69,999",11,21557,5720,19480
1,60-64,Part-time Nonseasonal,"$120,000 - $129,999",11,28247,12235,5366
4,45-49,Full-time Nonseasonal,Unspecified or Zero,11,21059,200793,1350
6,30-34,Part-time Nonseasonal,"$40,000 - $49,999",11,26878,12235,29706
6,Less than 20,Full-time Nonseasonal,"$50,000 - $59,999",11,2541,200793,25502
5,50-54,Part-time Nonseasonal,"$20,000 - $29,999",11,24493,12235,26970
1,55-59,Intermittent Nonseasonal,Unspecified or Zero,11,30359,14808,1350
6,45-49,Intermittent Nonseasonal,"$40,000 - $49,999",11,21059,14808,29706
4,55-59,Part-time Nonseasonal,"$40,000 - $49,999",11,30359,12235,29706
2,55-59,Part-time Nonseasonal,"$130,000 - $139,999",11,30359,12235,5096
6,55-59,Intermittent Nonseasonal,"$30,000 - $39,999",11,30359,14808,40789
2,55-59,Intermittent Nonseasonal,"$90,000 - $99,999",11,30359,14808,14905
3,60-64,Intermittent Seasonal,"$30,000 - $39,999",11,28247,1773,40789
1,40-44,Full-time Nonseasonal,"$30,000 - $39,999",11,19462,200793,40789
5,30-34,Full-time Nonseasonal,"$90,000 - $99,999",11,26878,200793,14905
1,45-49,Full-time Nonseasonal,"$30,000 - $39,999",11,21059,200793,40789
1,45-49,Full-time Nonseasonal,Unspecified or Zero,11,21059,200793,1350
4,25-29,Full-time Nonseasonal,"$50,000 - $59,999",11,24507,200793,25502
2,65 or more,Part-time Nonseasonal,"$130,000 - $139,999",11,21557,12235,5096
1,40-44,Part-time Nonseasonal,"$80,000 - $89,999",11,19462,12235,14182
6,60-64,Full-time Seasonal,"$50,000 - $59,999",11,28247,5720,25502
6,60-64,Full-time Seasonal,"$60,000 - $69,999",11,28247,5720,19480
2,35-39,Intermittent Nonseasonal,"$60,000 - $69,999",11,21648,14808,19480
3,60-64,Intermittent Nonseasonal,"$60,000 - $69,999",11,28247,14808,19480
5,30-34,Part-time Nonseasonal,"$40,000 - $49,999",11,26878,12235,29706
3,50-54,Full-time Seasonal,"$50,000 - $59,999",11,24493,5720,25502
5,25-29,Full-time Nonseasonal,"$80,000 - $89,999",11,24507,200793,14182
1,45-49,Part-time Nonseasonal,"$100,000 - $109,999",11,21059,12235,10369
2,35-39,Full-time Nonseasonal,"$170,000 - $179,999",11,21648,200793,945
1,25-29,Intermittent Seasonal,"$20,000 - $29,999",11,24507,1773,26970
5,35-39,Part-time Nonseasonal,"$40,000 - $49,999",11,21648,12235,29706
1,25-29,Intermittent Nonseasonal,"$80,000 - $89,999",11,24507,14808,14182
6,20-24,Intermittent Seasonal,"$20,000 - $29,999",10,15279,1773,26970
1,25-29,Intermittent Nonseasonal,"$60,000 - $69,999",10,24507,14808,19480
6,45-49,Intermittent Seasonal,"$20,000 - $29,999",10,21059,1773,26970
2,55-59,Intermittent Nonseasonal,"$130,000 - $139,999",10,30359,14808,5096
1,35-39,Intermittent Nonseasonal,"$40,000 - $49,999",10,21648,14808,29706
3,40-44,Full-time Nonseasonal,"$120,000 - $129,999",10,19462,200793,5366
2,55-59,Full-time Seasonal,"$50,000 - $59,999",10,30359,5720,25502
4,25-29,Full-time Nonseasonal,Unspecified or Zero,10,24507,200793,1350
6,30-34,Full-time Seasonal,"$50,000 - $59,999",10,26878,5720,25502
5,60-64,Full-time Nonseasonal,"$100,000 - $109,999",10,28247,200793,10369
3,60-64,Full-time Seasonal,"$20,000 - $29,999",10,28247,5720,26970
6,50-54,Part-time Nonseasonal,"Less than $20,000",10,24493,12235,1961
1,65 or more,Intermittent Seasonal,"Less than $20,000",10,21557,1773,1961
6,50-54,Intermittent Nonseasonal,"$40,000 - $49,999",10,24493,14808,29706
2,35-39,Full-time Seasonal,"$50,000 - $59,999",10,21648,5720,25502
4,30-34,Full-time Nonseasonal,"$60,000 - $69,999",10,26878,200793,19480
2,50-54,Intermittent Nonseasonal,"$20,000 - $29,999",10,24493,14808,26970
3,65 or more,Intermittent Seasonal,"$40,000 - $49,999",10,21557,1773,29706
3,65 or more,Part-time Nonseasonal,"$60,000 - $69,999",10,21557,12235,19480
5,65 or more,Full-time Nonseasonal,"$80,000 - $89,999",10,21557,200793,14182
2,25-29,Full-time Nonseasonal,Unspecified or Zero,10,24507,200793,1350
4,40-44,Part-time Seasonal,"$30,000 - $39,999",10,19462,761,40789
1,40-44,Intermittent Nonseasonal,"$70,000 - $79,999",10,19462,14808,19003
1,55-59,Intermittent Nonseasonal,"$80,000 - $89,999",10,30359,14808,14182
1,50-54,Full-time Seasonal,"$50,000 - $59,999",10,24493,5720,25502
2,60-64,Intermittent Nonseasonal,"$120,000 - $129,999",10,28247,14808,5366
1,35-39,Part-time Nonseasonal,"$120,000 - $129,999",10,21648,12235,5366
6,35-39,Intermittent Nonseasonal,"$20,000 - $29,999",10,21648,14808,26970
6,Less than 20,Full-time Nonseasonal,Unspecified or Zero,10,2541,200793,1350
1,50-54,Intermittent Nonseasonal,"$70,000 - $79,999",10,24493,14808,19003
2,60-64,Part-time Nonseasonal,"$150,000 - $159,999",10,28247,12235,4567
1,20-24,Intermittent Nonseasonal,"$30,000 - $39,999",10,15279,14808,40789
1,35-39,Part-time Nonseasonal,"$100,000 - $109,999",10,21648,12235,10369
1,45-49,Intermittent Nonseasonal,Unspecified or Zero,10,21059,14808,1350
1,45-49,Intermittent Nonseasonal,"$180,000 or more",10,21059,14808,3065
3,25-29,Full-time Nonseasonal,"$90,000 - $99,999",10,24507,200793,14905
1,40-44,Part-time Nonseasonal,"$150,000 - $159,999",10,19462,12235,4567
6,55-59,Full-time Seasonal,"$50,000 - $59,999",10,30359,5720,25502
1,40-44,Full-time Seasonal,"$40,000 - $49,999",10,19462,5720,29706
6,45-49,Full-time Seasonal,"$50,000 - $59,999",10,21059,5720,25502
3,50-54,Intermittent Seasonal,"$30,000 - $39,999",10,24493,1773,40789
1,20-24,Intermittent Nonseasonal,"$50,000 - $59,999",10,15279,14808,25502
4,60-64,Full-time Seasonal,"$40,000 - $49,999",10,28247,5720,29706
6,45-49,Intermittent Nonseasonal,"$20,000 - $29,999",10,21059,14808,26970
1,45-49,Part-time Nonseasonal,"$70,000 - $79,999",9,21059,12235,19003
4,55-59,Full-time Seasonal,"$40,000 - $49,999",9,30359,5720,29706
3,60-64,Full-time Nonseasonal,"$120,000 - $129,999",9,28247,200793,5366
1,45-49,Full-time Seasonal,"$40,000 - $49,999",9,21059,5720,29706
6,40-44,Intermittent Nonseasonal,"$30,000 - $39,999",9,19462,14808,40789
5,25-29,Part-time Nonseasonal,"$50,000 - $59,999",9,24507,12235,25502
1,55-59,Intermittent Nonseasonal,"$30,000 - $39,999",9,30359,14808,40789
2,50-54,Intermittent Nonseasonal,"$130,000 - $139,999",9,24493,14808,5096
1,30-34,Part-time Nonseasonal,"$110,000 - $119,999",9,26878,12235,8683
1,30-34,Part-time Nonseasonal,"$100,000 - $109,999",9,26878,12235,10369
1,50-54,Full-time Nonseasonal,"$30,000 - $39,999",9,24493,200793,40789
5,50-54,Full-time Nonseasonal,"$120,000 - $129,999",9,24493,200793,5366
3,35-39,Intermittent Nonseasonal,"$50,000 - $59,999",9,21648,14808,25502
1,30-34,Intermittent Nonseasonal,"$80,000 - $89,999",9,26878,14808,14182
5,65 or more,Full-time Nonseasonal,"$70,000 - $79,999",9,21557,200793,19003
4,20-24,Full-time Nonseasonal,"$40,000 - $49,999",9,15279,200793,29706
1,45-49,Part-time Nonseasonal,"$110,000 - $119,999",9,21059,12235,8683
3,45-49,Part-time Seasonal,"$30,000 - $39,999",9,21059,761,40789
2,25-29,Part-time Nonseasonal,"$30,000 - $39,999",9,24507,12235,40789
5,20-24,Intermittent Seasonal,"$20,000 - $29,999",9,15279,1773,26970
2,30-34,Part-time Nonseasonal,"$70,000 - $79,999",9,26878,12235,19003
2,30-34,Part-time Nonseasonal,"$50,000 - $59,999",9,26878,12235,25502
3,65 or more,Full-time Seasonal,"$20,000 - $29,999",9,21557,5720,26970
3,65 or more,Intermittent Nonseasonal,"$70,000 - $79,999",9,21557,14808,19003
2,30-34,Full-time Seasonal,"$50,000 - $59,999",9,26878,5720,25502
6,60-64,Full-time Nonseasonal,"$100,000 - $109,999",9,28247,200793,10369
2,40-44,Part-time Nonseasonal,"$30,000 - $39,999",9,19462,12235,40789
6,25-29,Full-time Nonseasonal,"$80,000 - $89,999",9,24507,200793,14182
6,55-59,Full-time Nonseasonal,"$150,000 - $159,999",9,30359,200793,4567
1,55-59,Full-time Seasonal,"$90,000 - $99,999",9,30359,5720,14905
1,50-54,Part-time Nonseasonal,"$80,000 - $89,999",9,24493,12235,14182
2,50-54,Part-time Nonseasonal,"$30,000 - $39,999",9,24493,12235,40789
1,60-64,Intermittent Nonseasonal,"$40,000 - $49,999",9,28247,14808,29706
1,40-44,Part-time Nonseasonal,"$110,000 - $119,999",9,19462,12235,8683
6,55-59,Full-time Seasonal,"$30,000 - $39,999",9,30359,5720,40789
6,30-34,Part-time Nonseasonal,"Less than $20,000",9,26878,12235,1961
5,40-44,Full-time Nonseasonal,"$100,000 - $109,999",9,19462,200793,10369
6,30-34,Full-time Nonseasonal,"Less than $20,000",9,26878,200793,1961
1,60-64,Intermittent Nonseasonal,"$150,000 - $159,999",9,28247,14808,4567
1,50-54,Part-time Nonseasonal,"$100,000 - $109,999",9,24493,12235,10369
1,65 or more,Full-time Nonseasonal,"$40,000 - $49,999",9,21557,200793,29706
2,60-64,Intermittent Nonseasonal,"$110,000 - $119,999",9,28247,14808,8683
6,Less than 20,Full-time Seasonal,"$30,000 - $39,999",9,2541,5720,40789
6,20-24,Part-time Nonseasonal,"$40,000 - $49,999",9,15279,12235,29706
6,45-49,Full-time Nonseasonal,"Less than $20,000",9,21059,200793,1961
2,60-64,Part-time Nonseasonal,"$100,000 - $109,999",9,28247,12235,10369
1,45-49,Part-time Nonseasonal,"$120,000 - $129,999",8,21059,12235,5366
6,50-54,Intermittent Nonseasonal,"$20,000 - $29,999",8,24493,14808,26970
6,60-64,Intermittent Nonseasonal,"$40,000 - $49,999",8,28247,14808,29706
2,35-39,Part-time Nonseasonal,"$70,000 - $79,999",8,21648,12235,19003
5,45-49,Full-time Nonseasonal,"$120,000 - $129,999",8,21059,200793,5366
1,35-39,Intermittent Nonseasonal,"$80,000 - $89,999",8,21648,14808,14182
1,40-44,Part-time Nonseasonal,"$120,000 - $129,999",8,19462,12235,5366
1,55-59,Intermittent Nonseasonal,"$160,000 - $169,999",8,30359,14808,1603
5,45-49,Full-time Nonseasonal,"$110,000 - $119,999",8,21059,200793,8683
3,55-59,Full-time Seasonal,"$20,000 - $29,999",8,30359,5720,26970
5,30-34,Part-time Nonseasonal,"$50,000 - $59,999",8,26878,12235,25502
3,60-64,Full-time Nonseasonal,"$130,000 - $139,999",8,28247,200793,5096
1,25-29,Part-time Seasonal,"$40,000 - $49,999",8,24507,761,29706
4,50-54,Full-time Nonseasonal,"$70,000 - $79,999",8,24493,200793,19003
1,45-49,Part-time Nonseasonal,"$160,000 - $169,999",8,21059,12235,1603
4,35-39,Part-time Seasonal,"$30,000 - $39,999",8,21648,761,40789
4,30-34,Intermittent Seasonal,"$20,000 - $29,999",8,26878,1773,26970
4,Less than 20,Full-time Seasonal,"$20,000 - $29,999",8,2541,5720,26970
1,55-59,Part-time Nonseasonal,"$60,000 - $69,999",8,30359,12235,19480
4,65 or more,Part-time Seasonal,"$30,000 - $39,999",8,21557,761,40789
6,65 or more,Intermittent Nonseasonal,"$40,000 - $49,999",8,21557,14808,29706
4,35-39,Part-time Seasonal,"$20,000 - $29,999",8,21648,761,26970
4,65 or more,Full-time Seasonal,"$40,000 - $49,999",8,21557,5720,29706
2,30-34,Full-time Nonseasonal,Unspecified or Zero,8,26878,200793,1350
4,40-44,Full-time Nonseasonal,Unspecified or Zero,8,19462,200793,1350
1,60-64,Part-time Nonseasonal,"$60,000 - $69,999",8,28247,12235,19480
4,50-54,Part-time Nonseasonal,"$40,000 - $49,999",8,24493,12235,29706
1,60-64,Full-time Nonseasonal,"$20,000 - $29,999",8,28247,200793,26970
6,25-29,Full-time Nonseasonal,Unspecified or Zero,8,24507,200793,1350
1,60-64,Full-time Seasonal,"$100,000 - $109,999",8,28247,5720,10369
1,30-34,Part-time Nonseasonal,"$160,000 - $169,999",8,26878,12235,1603
1,30-34,Part-time Nonseasonal,"$150,000 - $159,999",8,26878,12235,4567
1,55-59,Part-time Nonseasonal,"$50,000 - $59,999",8,30359,12235,25502
5,45-49,Intermittent Nonseasonal,"$30,000 - $39,999",8,21059,14808,40789
1,50-54,Full-time Seasonal,"$80,000 - $89,999",8,24493,5720,14182
4,Unspecified,Full-time Nonseasonal,"Less than $20,000",8,99,200793,1961
5,60-64,Full-time Nonseasonal,"$70,000 - $79,999",8,28247,200793,19003
4,25-29,Part-time Nonseasonal,"Less than $20,000",8,24507,12235,1961
4,55-59,Full-time Nonseasonal,Unspecified or Zero,8,30359,200793,1350
5,20-24,Full-time Nonseasonal,"$60,000 - $69,999",8,15279,200793,19480
