PATCO,AGELVLT,WORKSCHT,SALLVLT,CNT,AGELVLTMagnitude,WORKSCHTMagnitude,SALLVLTMagnitude
6,40-44,G-Full-time Seasonal,"$60,000 - $69,999",1,19462,4991,19480
6,65 or more,F-Full-time Nonseasonal,"$130,000 - $139,999",1,21557,154131,5096
9,35-39,I-Intermittent Nonseasonal,"$120,000 - $129,999",1,21648,13683,5366
6,35-39,F - Full-time Nonseasonal,"Less than $20,000",1,21648,46662,1961
6,20-24,G-Full-time Seasonal,"$50,000 - $59,999",1,15279,4991,25502
6,45-49,P-Part-time Nonseasonal,"$60,000 - $69,999",1,21059,10928,19480
9,35-39,I-Intermittent Nonseasonal,"$80,000 - $89,999",1,21648,13683,14182
9,40-44,I - Intermittent Nonseasonal,"$20,000 - $29,999",1,19462,1125,26970
9,40-44,I-Intermittent Nonseasonal,"$120,000 - $129,999",1,19462,13683,5366
6,45-49,Q-Part-time Seasonal,"$30,000 - $39,999",1,21059,697,40789
1,20-24,F - Full-time Nonseasonal,"$20,000 - $29,999",1,15279,46662,26970
5,65 or more,F-Full-time Nonseasonal,"$20,000 - $29,999",1,21557,154131,26970
2,25-29,I - Intermittent Nonseasonal,"$130,000 - $139,999",1,24507,1125,5096
2,25-29,P - Part-time Nonseasonal,"$50,000 - $59,999",1,24507,1307,25502
2,25-29,I-Intermittent Nonseasonal,"$90,000 - $99,999",1,24507,13683,14905
2,25-29,I-Intermittent Nonseasonal,"$80,000 - $89,999",1,24507,13683,14182
2,25-29,I-Intermittent Nonseasonal,"$60,000 - $69,999",1,24507,13683,19480
2,25-29,I-Intermittent Nonseasonal,"$150,000 - $159,999",1,24507,13683,4567
2,25-29,I-Intermittent Nonseasonal,"$120,000 - $129,999",1,24507,13683,5366
2,25-29,I - Intermittent Nonseasonal,"$90,000 - $99,999",1,24507,1125,14905
2,25-29,G-Full-time Seasonal,"$70,000 - $79,999",1,24507,4991,19003
2,30-34,P-Part-time Nonseasonal,"$80,000 - $89,999",1,26878,10928,14182
2,25-29,G-Full-time Seasonal,"$60,000 - $69,999",1,24507,4991,19480
2,25-29,G-Full-time Seasonal,"$50,000 - $59,999",1,24507,4991,25502
2,25-29,G - Full-time Seasonal,"$60,000 - $69,999",1,24507,729,19480
2,25-29,G - Full-time Seasonal,"$50,000 - $59,999",1,24507,729,25502
2,25-29,F-Full-time Nonseasonal,"$150,000 - $159,999",1,24507,154131,4567
2,25-29,F-Full-time Nonseasonal,"$140,000 - $149,999",1,24507,154131,2587
2,25-29,F-Full-time Nonseasonal,"$130,000 - $139,999",1,24507,154131,5096
2,25-29,P - Part-time Nonseasonal,"$60,000 - $69,999",1,24507,1307,19480
2,25-29,P-Part-time Nonseasonal,"$90,000 - $99,999",1,24507,10928,14905
2,25-29,S-Part-time Job Sharer Nonseasonal,"$70,000 - $79,999",1,24507,24,19003
2,30-34,F - Full-time Nonseasonal,"$170,000 - $179,999",1,26878,46662,945
2,30-34,P-Part-time Nonseasonal,"$140,000 - $149,999",1,26878,10928,2587
2,30-34,P - Part-time Nonseasonal,"$60,000 - $69,999",1,26878,1307,19480
2,30-34,P - Part-time Nonseasonal,"$110,000 - $119,999",1,26878,1307,8683
2,30-34,P - Part-time Nonseasonal,"$100,000 - $109,999",1,26878,1307,10369
2,30-34,I-Intermittent Nonseasonal,Unspecified or Zero,1,26878,13683,1350
2,30-34,I-Intermittent Nonseasonal,"Less than $20,000",1,26878,13683,1961
2,30-34,I-Intermittent Nonseasonal,"$180,000 or more",1,26878,13683,3065
2,30-34,I-Intermittent Nonseasonal,"$100,000 - $109,999",1,26878,13683,10369
2,30-34,I - Intermittent Nonseasonal,"$50,000 - $59,999",1,26878,1125,25502
2,30-34,I - Intermittent Nonseasonal,"$40,000 - $49,999",1,26878,1125,29706
2,30-34,I - Intermittent Nonseasonal,"$30,000 - $39,999",1,26878,1125,40789
2,30-34,G-Full-time Seasonal,"$90,000 - $99,999",1,26878,4991,14905
2,30-34,F-Full-time Nonseasonal,"$170,000 - $179,999",1,26878,154131,945
2,30-34,F-Full-time Nonseasonal,"$160,000 - $169,999",1,26878,154131,1603
2,30-34,F - Full-time Nonseasonal,Unspecified or Zero,1,26878,46662,1350
2,20-24,I-Intermittent Nonseasonal,"$70,000 - $79,999",1,15279,13683,19003
2,20-24,G-Full-time Seasonal,"$30,000 - $39,999",1,15279,4991,40789
1,Less than 20,F-Full-time Nonseasonal,"$150,000 - $159,999",1,2541,154131,4567
1,60-64,S-Part-time Job Sharer Nonseasonal,"$70,000 - $79,999",1,28247,24,19003
1,60-64,Q-Part-time Seasonal,"$60,000 - $69,999",1,28247,697,19480
1,60-64,P-Part-time Nonseasonal,"$30,000 - $39,999",1,28247,10928,40789
1,60-64,P-Part-time Nonseasonal,"$20,000 - $29,999",1,28247,10928,26970
1,60-64,P - Part-time Nonseasonal,"$60,000 - $69,999",1,28247,1307,19480
1,60-64,P - Part-time Nonseasonal,"$50,000 - $59,999",1,28247,1307,25502
1,60-64,P - Part-time Nonseasonal,"$140,000 - $149,999",1,28247,1307,2587
1,60-64,P - Part-time Nonseasonal,"$120,000 - $129,999",1,28247,1307,5366
1,60-64,P - Part-time Nonseasonal,"$100,000 - $109,999",1,28247,1307,10369
1,60-64,J-Intermittent Seasonal,"$60,000 - $69,999",1,28247,1668,19480
1,60-64,J-Intermittent Seasonal,"$20,000 - $29,999",1,28247,1668,26970
1,60-64,J - Intermittent Seasonal,"$130,000 - $139,999",1,28247,105,5096
1,60-64,I - Intermittent Nonseasonal,Unspecified or Zero,1,28247,1125,1350
1,60-64,I - Intermittent Nonseasonal,"$160,000 - $169,999",1,28247,1125,1603
1,60-64,I - Intermittent Nonseasonal,"$150,000 - $159,999",1,28247,1125,4567
1,60-64,I - Intermittent Nonseasonal,"$140,000 - $149,999",1,28247,1125,2587
1,60-64,Q-Part-time Seasonal,"$70,000 - $79,999",1,28247,697,19003
1,65 or more,F - Full-time Nonseasonal,"$40,000 - $49,999",1,21557,46662,29706
1,Less than 20,F - Full-time Nonseasonal,"$50,000 - $59,999",1,2541,46662,25502
1,65 or more,F - Full-time Nonseasonal,Unspecified or Zero,1,21557,46662,1350
1,65 or more,P - Part-time Nonseasonal,"$80,000 - $89,999",1,21557,1307,14182
1,65 or more,P - Part-time Nonseasonal,"$120,000 - $129,999",1,21557,1307,5366
1,65 or more,P - Part-time Nonseasonal,"$100,000 - $109,999",1,21557,1307,10369
1,65 or more,J-Intermittent Seasonal,"$20,000 - $29,999",1,21557,1668,26970
1,65 or more,J - Intermittent Seasonal,"Less than $20,000",1,21557,105,1961
1,65 or more,J - Intermittent Seasonal,"$20,000 - $29,999",1,21557,105,26970
1,65 or more,I - Intermittent Nonseasonal,"$70,000 - $79,999",1,21557,1125,19003
1,65 or more,I - Intermittent Nonseasonal,"$20,000 - $29,999",1,21557,1125,26970
1,65 or more,I - Intermittent Nonseasonal,"$120,000 - $129,999",1,21557,1125,5366
1,65 or more,G-Full-time Seasonal,Unspecified or Zero,1,21557,4991,1350
1,65 or more,G-Full-time Seasonal,"$140,000 - $149,999",1,21557,4991,2587
1,65 or more,G - Full-time Seasonal,"$90,000 - $99,999",1,21557,729,14905
1,65 or more,G - Full-time Seasonal,"$120,000 - $129,999",1,21557,729,5366
1,65 or more,G - Full-time Seasonal,"$110,000 - $119,999",1,21557,729,8683
1,65 or more,G - Full-time Seasonal,"$100,000 - $109,999",1,21557,729,10369
2,30-34,P-Part-time Nonseasonal,"$20,000 - $29,999",1,26878,10928,26970
2,30-34,P-Part-time Nonseasonal,Unspecified or Zero,1,26878,10928,1350
1,60-64,G - Full-time Seasonal,"$160,000 - $169,999",1,28247,729,1603
2,45-49,I-Intermittent Nonseasonal,"$110,000 - $119,999",1,21059,13683,8683
2,45-49,P - Part-time Nonseasonal,"$90,000 - $99,999",1,21059,1307,14905
2,45-49,P - Part-time Nonseasonal,"$30,000 - $39,999",1,21059,1307,40789
2,45-49,P - Part-time Nonseasonal,"$120,000 - $129,999",1,21059,1307,5366
2,45-49,J-Intermittent Seasonal,"$30,000 - $39,999",1,21059,1668,40789
2,45-49,I-Intermittent Nonseasonal,"Less than $20,000",1,21059,13683,1961
2,45-49,I-Intermittent Nonseasonal,"$90,000 - $99,999",1,21059,13683,14905
2,45-49,I-Intermittent Nonseasonal,"$150,000 - $159,999",1,21059,13683,4567
2,45-49,I-Intermittent Nonseasonal,"$100,000 - $109,999",1,21059,13683,10369
2,30-34,Q-Part-time Seasonal,"$70,000 - $79,999",1,26878,697,19003
2,45-49,I - Intermittent Nonseasonal,"$30,000 - $39,999",1,21059,1125,40789
2,45-49,I - Intermittent Nonseasonal,"$20,000 - $29,999",1,21059,1125,26970
2,45-49,I - Intermittent Nonseasonal,"$110,000 - $119,999",1,21059,1125,8683
2,45-49,G-Full-time Seasonal,"$80,000 - $89,999",1,21059,4991,14182
2,45-49,G-Full-time Seasonal,"$70,000 - $79,999",1,21059,4991,19003
2,45-49,G-Full-time Seasonal,"$130,000 - $139,999",1,21059,4991,5096
2,45-49,G-Full-time Seasonal,"$120,000 - $129,999",1,21059,4991,5366
2,45-49,P-Part-time Nonseasonal,"$110,000 - $119,999",1,21059,10928,8683
2,45-49,Q-Part-time Seasonal,"$50,000 - $59,999",1,21059,697,25502
2,45-49,S - Part-time Job Sharer Nonseasonal,"$70,000 - $79,999",1,21059,9,19003
2,50-54,F-Full-time Nonseasonal,"$20,000 - $29,999",1,24493,154131,26970
2,50-54,P-Part-time Nonseasonal,"$130,000 - $139,999",1,24493,10928,5096
2,50-54,P-Part-time Nonseasonal,"$110,000 - $119,999",1,24493,10928,8683
2,50-54,P-Part-time Nonseasonal,"$100,000 - $109,999",1,24493,10928,10369
2,50-54,P - Part-time Nonseasonal,"$70,000 - $79,999",1,24493,1307,19003
2,50-54,P - Part-time Nonseasonal,"$150,000 - $159,999",1,24493,1307,4567
2,50-54,P - Part-time Nonseasonal,"$130,000 - $139,999",1,24493,1307,5096
2,50-54,P - Part-time Nonseasonal,"$110,000 - $119,999",1,24493,1307,8683
2,50-54,I-Intermittent Nonseasonal,"Less than $20,000",1,24493,13683,1961
2,50-54,I-Intermittent Nonseasonal,"$120,000 - $129,999",1,24493,13683,5366
2,50-54,I - Intermittent Nonseasonal,"$90,000 - $99,999",1,24493,1125,14905
2,50-54,I - Intermittent Nonseasonal,"$160,000 - $169,999",1,24493,1125,1603
2,50-54,I - Intermittent Nonseasonal,"$110,000 - $119,999",1,24493,1125,8683
2,50-54,I - Intermittent Nonseasonal,"$100,000 - $109,999",1,24493,1125,10369
2,50-54,G-Full-time Seasonal,"$70,000 - $79,999",1,24493,4991,19003
2,50-54,G - Full-time Seasonal,"$90,000 - $99,999",1,24493,729,14905
2,45-49,G-Full-time Seasonal,"$100,000 - $109,999",1,21059,4991,10369
2,45-49,G - Full-time Seasonal,"$70,000 - $79,999",1,21059,729,19003
2,45-49,G - Full-time Seasonal,"$50,000 - $59,999",1,21059,729,25502
2,40-44,G-Full-time Seasonal,"$110,000 - $119,999",1,19462,4991,8683
2,40-44,G - Full-time Seasonal,"$50,000 - $59,999",1,19462,729,25502
2,40-44,G - Full-time Seasonal,"$30,000 - $39,999",1,19462,729,40789
2,35-39,P-Part-time Nonseasonal,"$120,000 - $129,999",1,21648,10928,5366
2,35-39,P-Part-time Nonseasonal,"$110,000 - $119,999",1,21648,10928,8683
2,35-39,P - Part-time Nonseasonal,"$60,000 - $69,999",1,21648,1307,19480
2,35-39,P - Part-time Nonseasonal,"$120,000 - $129,999",1,21648,1307,5366
2,35-39,P - Part-time Nonseasonal,"$110,000 - $119,999",1,21648,1307,8683
2,35-39,J-Intermittent Seasonal,"$30,000 - $39,999",1,21648,1668,40789
2,35-39,I - Intermittent Nonseasonal,Unspecified or Zero,1,21648,1125,1350
2,35-39,I - Intermittent Nonseasonal,"$80,000 - $89,999",1,21648,1125,14182
2,35-39,I - Intermittent Nonseasonal,"$20,000 - $29,999",1,21648,1125,26970
2,35-39,G-Full-time Seasonal,"$90,000 - $99,999",1,21648,4991,14905
2,35-39,G-Full-time Seasonal,"$70,000 - $79,999",1,21648,4991,19003
2,35-39,G - Full-time Seasonal,"$50,000 - $59,999",1,21648,729,25502
2,30-34,S - Part-time Job Sharer Nonseasonal,"$70,000 - $79,999",1,26878,9,19003
2,40-44,G - Full-time Seasonal,"$90,000 - $99,999",1,19462,729,14905
2,40-44,G-Full-time Seasonal,"$80,000 - $89,999",1,19462,4991,14182
2,45-49,G - Full-time Seasonal,"$30,000 - $39,999",1,21059,729,40789
2,40-44,I - Intermittent Nonseasonal,"$110,000 - $119,999",1,19462,1125,8683
2,40-44,S-Part-time Job Sharer Nonseasonal,"$70,000 - $79,999",1,19462,24,19003
2,40-44,P-Part-time Nonseasonal,Unspecified or Zero,1,19462,10928,1350
2,40-44,P-Part-time Nonseasonal,"$60,000 - $69,999",1,19462,10928,19480
2,40-44,P-Part-time Nonseasonal,"$40,000 - $49,999",1,19462,10928,29706
2,40-44,P-Part-time Nonseasonal,"$150,000 - $159,999",1,19462,10928,4567
2,40-44,P-Part-time Nonseasonal,"$140,000 - $149,999",1,19462,10928,2587
2,40-44,P - Part-time Nonseasonal,"$50,000 - $59,999",1,19462,1307,25502
2,40-44,J-Intermittent Seasonal,"$20,000 - $29,999",1,19462,1668,26970
2,40-44,I-Intermittent Nonseasonal,"$90,000 - $99,999",1,19462,13683,14905
2,40-44,I-Intermittent Nonseasonal,"$160,000 - $169,999",1,19462,13683,1603
2,40-44,I-Intermittent Nonseasonal,"$140,000 - $149,999",1,19462,13683,2587
2,40-44,I-Intermittent Nonseasonal,"$120,000 - $129,999",1,19462,13683,5366
2,40-44,I-Intermittent Nonseasonal,"$110,000 - $119,999",1,19462,13683,8683
2,40-44,I - Intermittent Nonseasonal,"$30,000 - $39,999",1,19462,1125,40789
2,40-44,I - Intermittent Nonseasonal,"$150,000 - $159,999",1,19462,1125,4567
1,60-64,G-Full-time Seasonal,"$150,000 - $159,999",1,28247,4991,4567
1,60-64,G - Full-time Seasonal,"$150,000 - $159,999",1,28247,729,4567
5,65 or more,F-Full-time Nonseasonal,"$150,000 - $159,999",1,21557,154131,4567
1,30-34,P-Part-time Nonseasonal,"$140,000 - $149,999",1,26878,10928,2587
1,35-39,G-Full-time Seasonal,"$110,000 - $119,999",1,21648,4991,8683
1,35-39,G-Full-time Seasonal,"$100,000 - $109,999",1,21648,4991,10369
1,35-39,G - Full-time Seasonal,"$80,000 - $89,999",1,21648,729,14182
1,35-39,F - Full-time Nonseasonal,Unspecified or Zero,1,21648,46662,1350
1,30-34,S-Part-time Job Sharer Nonseasonal,"$40,000 - $49,999",1,26878,24,29706
1,30-34,Q - Part-time Seasonal,"$50,000 - $59,999",1,26878,64,25502
1,30-34,Q - Part-time Seasonal,"$20,000 - $29,999",1,26878,64,26970
1,30-34,P - Part-time Nonseasonal,"$120,000 - $129,999",1,26878,1307,5366
1,40-44,G-Full-time Seasonal,"$120,000 - $129,999",1,19462,4991,5366
1,30-34,I-Intermittent Nonseasonal,"$170,000 - $179,999",1,26878,13683,945
1,30-34,I-Intermittent Nonseasonal,"$160,000 - $169,999",1,26878,13683,1603
1,30-34,I-Intermittent Nonseasonal,"$140,000 - $149,999",1,26878,13683,2587
1,30-34,I - Intermittent Nonseasonal,"$70,000 - $79,999",1,26878,1125,19003
1,30-34,I - Intermittent Nonseasonal,"$40,000 - $49,999",1,26878,1125,29706
1,30-34,I - Intermittent Nonseasonal,"$30,000 - $39,999",1,26878,1125,40789
1,30-34,I - Intermittent Nonseasonal,"$130,000 - $139,999",1,26878,1125,5096
1,35-39,G-Full-time Seasonal,"$160,000 - $169,999",1,21648,4991,1603
1,35-39,I - Intermittent Nonseasonal,"$130,000 - $139,999",1,21648,1125,5096
1,35-39,I - Intermittent Nonseasonal,"$170,000 - $179,999",1,21648,1125,945
1,35-39,I - Intermittent Nonseasonal,"$20,000 - $29,999",1,21648,1125,26970
1,40-44,G - Full-time Seasonal,"$110,000 - $119,999",1,19462,729,8683
1,40-44,F - Full-time Nonseasonal,"$30,000 - $39,999",1,19462,46662,40789
1,35-39,S-Part-time Job Sharer Nonseasonal,"$70,000 - $79,999",1,21648,24,19003
1,35-39,S-Part-time Job Sharer Nonseasonal,"$110,000 - $119,999",1,21648,24,8683
1,35-39,Q-Part-time Seasonal,"$70,000 - $79,999",1,21648,697,19003
1,35-39,Q-Part-time Seasonal,"$60,000 - $69,999",1,21648,697,19480
1,35-39,Q-Part-time Seasonal,"$50,000 - $59,999",1,21648,697,25502
1,35-39,P - Part-time Nonseasonal,"$160,000 - $169,999",1,21648,1307,1603
1,35-39,P - Part-time Nonseasonal,"$140,000 - $149,999",1,21648,1307,2587
1,35-39,I-Intermittent Nonseasonal,"$170,000 - $179,999",1,21648,13683,945
1,35-39,I-Intermittent Nonseasonal,"$160,000 - $169,999",1,21648,13683,1603
1,35-39,I-Intermittent Nonseasonal,"$140,000 - $149,999",1,21648,13683,2587
1,35-39,I-Intermittent Nonseasonal,"$120,000 - $129,999",1,21648,13683,5366
1,35-39,I - Intermittent Nonseasonal,"$90,000 - $99,999",1,21648,1125,14905
1,35-39,I - Intermittent Nonseasonal,"$40,000 - $49,999",1,21648,1125,29706
1,30-34,G-Full-time Seasonal,"$80,000 - $89,999",1,26878,4991,14182
1,30-34,G-Full-time Seasonal,"$30,000 - $39,999",1,26878,4991,40789
1,30-34,G-Full-time Seasonal,"$100,000 - $109,999",1,26878,4991,10369
1,25-29,G-Full-time Seasonal,"$70,000 - $79,999",1,24507,4991,19003
1,25-29,F-Full-time Nonseasonal,"$150,000 - $159,999",1,24507,154131,4567
1,25-29,F-Full-time Nonseasonal,"$130,000 - $139,999",1,24507,154131,5096
1,25-29,F - Full-time Nonseasonal,"Less than $20,000",1,24507,46662,1961
1,25-29,F - Full-time Nonseasonal,"$170,000 - $179,999",1,24507,46662,945
1,25-29,F - Full-time Nonseasonal,"$140,000 - $149,999",1,24507,46662,2587
1,25-29,B-Full-time Nonseasonal Baylor Plan,"$60,000 - $69,999",1,24507,1,19480
1,20-24,P-Part-time Nonseasonal,"$30,000 - $39,999",1,15279,10928,40789
1,20-24,P - Part-time Nonseasonal,"$40,000 - $49,999",1,15279,1307,29706
1,20-24,J-Intermittent Seasonal,Unspecified or Zero,1,15279,1668,1350
1,20-24,I-Intermittent Nonseasonal,"$100,000 - $109,999",1,15279,13683,10369
1,20-24,I - Intermittent Nonseasonal,"$110,000 - $119,999",1,15279,1125,8683
1,20-24,G - Full-time Seasonal,"$40,000 - $49,999",1,15279,729,29706
1,20-24,F-Full-time Nonseasonal,"$90,000 - $99,999",1,15279,154131,14905
1,20-24,F-Full-time Nonseasonal,"$100,000 - $109,999",1,15279,154131,10369
1,20-24,F - Full-time Nonseasonal,"Less than $20,000",1,15279,46662,1961
1,25-29,G - Full-time Seasonal,"$60,000 - $69,999",1,24507,729,19480
1,25-29,G-Full-time Seasonal,"$90,000 - $99,999",1,24507,4991,14905
1,30-34,G - Full-time Seasonal,"$80,000 - $89,999",1,26878,729,14182
1,25-29,I - Intermittent Nonseasonal,"$30,000 - $39,999",1,24507,1125,40789
1,30-34,G - Full-time Seasonal,"$70,000 - $79,999",1,26878,729,19003
1,30-34,G - Full-time Seasonal,"$120,000 - $129,999",1,26878,729,5366
1,30-34,F - Full-time Nonseasonal,Unspecified or Zero,1,26878,46662,1350
1,25-29,Q - Part-time Seasonal,"$40,000 - $49,999",1,24507,64,29706
1,25-29,P-Part-time Nonseasonal,"$170,000 - $179,999",1,24507,10928,945
1,25-29,P-Part-time Nonseasonal,"$110,000 - $119,999",1,24507,10928,8683
1,25-29,P - Part-time Nonseasonal,"$20,000 - $29,999",1,24507,1307,26970
1,25-29,P - Part-time Nonseasonal,"$110,000 - $119,999",1,24507,1307,8683
1,25-29,J-Intermittent Seasonal,"$30,000 - $39,999",1,24507,1668,40789
1,25-29,I-Intermittent Nonseasonal,Unspecified or Zero,1,24507,13683,1350
1,25-29,I-Intermittent Nonseasonal,"$130,000 - $139,999",1,24507,13683,5096
1,25-29,I - Intermittent Nonseasonal,Unspecified or Zero,1,24507,1125,1350
1,25-29,I - Intermittent Nonseasonal,"$90,000 - $99,999",1,24507,1125,14905
1,25-29,I - Intermittent Nonseasonal,"$80,000 - $89,999",1,24507,1125,14182
1,25-29,I - Intermittent Nonseasonal,"$60,000 - $69,999",1,24507,1125,19480
1,40-44,G - Full-time Seasonal,"$120,000 - $129,999",1,19462,729,5366
1,40-44,I - Intermittent Nonseasonal,"$160,000 - $169,999",1,19462,1125,1603
1,60-64,G - Full-time Seasonal,"$130,000 - $139,999",1,28247,729,5096
1,55-59,F-Full-time Nonseasonal,"Less than $20,000",1,30359,154131,1961
1,55-59,G-Full-time Seasonal,"$150,000 - $159,999",1,30359,4991,4567
1,55-59,G-Full-time Seasonal,"$120,000 - $129,999",1,30359,4991,5366
1,55-59,G - Full-time Seasonal,"$160,000 - $169,999",1,30359,729,1603
1,55-59,G - Full-time Seasonal,"$140,000 - $149,999",1,30359,729,2587
1,55-59,G - Full-time Seasonal,"$130,000 - $139,999",1,30359,729,5096
1,55-59,G - Full-time Seasonal,"$120,000 - $129,999",1,30359,729,5366
1,55-59,G - Full-time Seasonal,"$100,000 - $109,999",1,30359,729,10369
1,55-59,F - Full-time Nonseasonal,Unspecified or Zero,1,30359,46662,1350
1,40-44,I - Intermittent Nonseasonal,"$80,000 - $89,999",1,19462,1125,14182
1,50-54,S-Part-time Job Sharer Nonseasonal,"$90,000 - $99,999",1,24493,24,14905
1,50-54,Q-Part-time Seasonal,"$40,000 - $49,999",1,24493,697,29706
1,50-54,P-Part-time Nonseasonal,Unspecified or Zero,1,24493,10928,1350
1,50-54,P - Part-time Nonseasonal,"$140,000 - $149,999",1,24493,1307,2587
1,50-54,J - Intermittent Seasonal,"Less than $20,000",1,24493,105,1961
1,50-54,I-Intermittent Nonseasonal,"$170,000 - $179,999",1,24493,13683,945
1,50-54,I-Intermittent Nonseasonal,"$140,000 - $149,999",1,24493,13683,2587
1,55-59,G-Full-time Seasonal,"$160,000 - $169,999",1,30359,4991,1603
1,55-59,G-Full-time Seasonal,Unspecified or Zero,1,30359,4991,1350
1,55-59,I - Intermittent Nonseasonal,"$120,000 - $129,999",1,30359,1125,5366
1,55-59,I - Intermittent Nonseasonal,"$150,000 - $159,999",1,30359,1125,4567
1,60-64,G - Full-time Seasonal,"$110,000 - $119,999",1,28247,729,8683
1,60-64,G - Full-time Seasonal,"$100,000 - $109,999",1,28247,729,10369
1,60-64,F - Full-time Nonseasonal,"$40,000 - $49,999",1,28247,46662,29706
1,55-59,S-Part-time Job Sharer Nonseasonal,"$150,000 - $159,999",1,30359,24,4567
1,55-59,S-Part-time Job Sharer Nonseasonal,"$100,000 - $109,999",1,30359,24,10369
1,55-59,S - Part-time Job Sharer Nonseasonal,"$80,000 - $89,999",1,30359,9,14182
1,55-59,S - Part-time Job Sharer Nonseasonal,"$100,000 - $109,999",1,30359,9,10369
1,55-59,P-Part-time Nonseasonal,"$40,000 - $49,999",1,30359,10928,29706
1,55-59,P - Part-time Nonseasonal,"$50,000 - $59,999",1,30359,1307,25502
1,55-59,P - Part-time Nonseasonal,"$150,000 - $159,999",1,30359,1307,4567
1,55-59,I-Intermittent Nonseasonal,"$170,000 - $179,999",1,30359,13683,945
1,55-59,I-Intermittent Nonseasonal,"$140,000 - $149,999",1,30359,13683,2587
1,55-59,I - Intermittent Nonseasonal,Unspecified or Zero,1,30359,1125,1350
1,55-59,I - Intermittent Nonseasonal,"$80,000 - $89,999",1,30359,1125,14182
1,55-59,I - Intermittent Nonseasonal,"$20,000 - $29,999",1,30359,1125,26970
1,50-54,I - Intermittent Nonseasonal,"$70,000 - $79,999",1,24493,1125,19003
1,50-54,I - Intermittent Nonseasonal,"$20,000 - $29,999",1,24493,1125,26970
1,50-54,I - Intermittent Nonseasonal,"$100,000 - $109,999",1,24493,1125,10369
1,45-49,I - Intermittent Nonseasonal,"$80,000 - $89,999",1,21059,1125,14182
1,45-49,I - Intermittent Nonseasonal,"$120,000 - $129,999",1,21059,1125,5366
1,45-49,G-Full-time Seasonal,"$80,000 - $89,999",1,21059,4991,14182
1,45-49,F-Full-time Nonseasonal,"Less than $20,000",1,21059,154131,1961
1,45-49,F - Full-time Nonseasonal,Unspecified or Zero,1,21059,46662,1350
1,40-44,Q-Part-time Seasonal,"$80,000 - $89,999",1,19462,697,14182
1,40-44,Q-Part-time Seasonal,"$60,000 - $69,999",1,19462,697,19480
1,40-44,Q-Part-time Seasonal,"$100,000 - $109,999",1,19462,697,10369
1,40-44,P-Part-time Nonseasonal,"$40,000 - $49,999",1,19462,10928,29706
1,40-44,P - Part-time Nonseasonal,"$50,000 - $59,999",1,19462,1307,25502
1,40-44,P - Part-time Nonseasonal,"$160,000 - $169,999",1,19462,1307,1603
1,40-44,P - Part-time Nonseasonal,"$140,000 - $149,999",1,19462,1307,2587
1,40-44,P - Part-time Nonseasonal,"$120,000 - $129,999",1,19462,1307,5366
1,40-44,I-Intermittent Nonseasonal,"Less than $20,000",1,19462,13683,1961
1,40-44,I-Intermittent Nonseasonal,"$160,000 - $169,999",1,19462,13683,1603
1,40-44,I-Intermittent Nonseasonal,"$140,000 - $149,999",1,19462,13683,2587
1,45-49,I - Intermittent Nonseasonal,"$140,000 - $149,999",1,21059,1125,2587
1,45-49,I-Intermittent Nonseasonal,"$150,000 - $159,999",1,21059,13683,4567
1,50-54,G-Full-time Seasonal,"$160,000 - $169,999",1,24493,4991,1603
1,45-49,I-Intermittent Nonseasonal,"Less than $20,000",1,21059,13683,1961
1,50-54,G-Full-time Seasonal,"$120,000 - $129,999",1,24493,4991,5366
1,50-54,G - Full-time Seasonal,"$90,000 - $99,999",1,24493,729,14905
1,50-54,G - Full-time Seasonal,"$160,000 - $169,999",1,24493,729,1603
1,50-54,F - Full-time Nonseasonal,"$30,000 - $39,999",1,24493,46662,40789
1,45-49,S - Part-time Job Sharer Nonseasonal,"$90,000 - $99,999",1,21059,9,14905
1,45-49,Q-Part-time Seasonal,"$90,000 - $99,999",1,21059,697,14905
1,45-49,Q-Part-time Seasonal,"$50,000 - $59,999",1,21059,697,25502
1,45-49,Q-Part-time Seasonal,"$40,000 - $49,999",1,21059,697,29706
1,45-49,Q-Part-time Seasonal,"$30,000 - $39,999",1,21059,697,40789
1,45-49,Q-Part-time Seasonal,"$20,000 - $29,999",1,21059,697,26970
1,45-49,P-Part-time Nonseasonal,"Less than $20,000",1,21059,10928,1961
1,45-49,P-Part-time Nonseasonal,"$30,000 - $39,999",1,21059,10928,40789
1,45-49,P - Part-time Nonseasonal,"$50,000 - $59,999",1,21059,1307,25502
1,45-49,P - Part-time Nonseasonal,"$170,000 - $179,999",1,21059,1307,945
1,45-49,P - Part-time Nonseasonal,"$140,000 - $149,999",1,21059,1307,2587
2,50-54,P-Part-time Nonseasonal,"$150,000 - $159,999",1,24493,10928,4567
2,50-54,P-Part-time Nonseasonal,"$40,000 - $49,999",1,24493,10928,29706
2,50-54,P-Part-time Nonseasonal,"$50,000 - $59,999",1,24493,10928,25502
4,50-54,J-Intermittent Seasonal,"$30,000 - $39,999",1,24493,1668,40789
4,55-59,G-Full-time Seasonal,"$60,000 - $69,999",1,30359,4991,19480
4,55-59,G-Full-time Seasonal,"$50,000 - $59,999",1,30359,4991,25502
4,55-59,F-Full-time Nonseasonal,"Less than $20,000",1,30359,154131,1961
4,55-59,F-Full-time Nonseasonal,"$80,000 - $89,999",1,30359,154131,14182
4,50-54,Q-Part-time Seasonal,"$20,000 - $29,999",1,24493,697,26970
4,50-54,Q - Part-time Seasonal,"$30,000 - $39,999",1,24493,64,40789
